 id    type   Ptrue     P1      P2       Pi1      Pi2
 O_03851   O   261.44   258.40  1136.36   258.40   287.36
 O_03852   O   169.90   172.12   320.51   369.00   169.21
 O_03853   O   208.51   374.53   208.77   373.13   209.21
 O_03854   O   222.82   223.21   139.28   223.71   139.66
 O_03855   O   103.56   103.63   571.43   103.63  1098.90
 O_03856   O   119.98   120.05   177.30   177.31   120.05
 O_03857   O   371.88   373.13   204.50   373.13   120.34
 O_03858   O   175.04   175.44   332.23   175.44   331.13
 O_03859   O   174.52   175.44   348.43   176.06   347.22
 O_03860   O   207.08   206.61   132.28   205.76   454.55
 O_03861   O   182.75   182.15   123.00   181.82   168.35
 O_03862   O   431.59   558.66   406.50   487.81  1149.42
 O_03863   O   164.80   114.94   154.32   158.98   116.28
 O_03864   O   279.56   294.12   161.81   294.12   161.81
 O_03865   O   208.59   409.84   203.25   409.84   203.25
 O_03866   O   358.42   359.71   183.15   359.71   183.15
 O_03867   O   213.77   218.82   134.05   458.72   224.22
 O_03868   O   241.31   240.96   215.05   240.96   215.52
 O_03869   O   161.68   161.55   107.76   161.55   107.64
 O_03870   O   334.11   335.57   172.71   338.98   294.99
 O_03871   O   181.39   183.15   192.31   200.00   184.84
 O_03872   O   222.82   221.73   555.56   221.24   446.43
 O_03873   O   195.81   196.46   438.60   196.46   438.60
 O_03874   O   143.57   144.51   143.06   144.51   143.06
 O_03875   O   153.87   153.37   108.93   153.37   104.28
 O_03876   O   255.30   254.45   318.47   255.10   327.87
 O_03877   O   175.04   175.44   119.19   175.44   119.33
 O_03878   O   212.50   148.37   209.64   148.37   209.64
 O_03879   O   143.57   143.47   233.10   143.47   135.13
 O_03880   O   143.57   143.47   103.52   143.47   103.52
 O_03881   O   447.83   448.43   746.27   751.88   450.45
 O_03882   O   254.71   257.07   304.88   257.73   227.27
 O_03883   O   388.35   403.23   310.56   306.75   186.57
 O_03884   O   254.71   257.07   213.68   257.73  1052.63
 O_03885   O   208.99   211.42   135.50   136.24   383.14
 O_03886   O   212.50   214.13   135.32   214.59   236.97
 O_03887   O   193.16   193.42   210.97   193.42   210.53
 O_03888   O   358.42   359.71   180.51   361.01   180.83
 O_03889   O   350.14   348.43   444.44   358.42   124.07
 O_03890   O   217.11   216.92   153.37   216.92   265.25
 O_03891   O   361.66   361.01   271.00   361.01   434.78
 O_03892   O   208.99   210.97   144.72   217.87   143.27
 O_03893   O   206.40   207.04   460.83   207.04   456.62
 O_03894   O   169.06   168.07   316.46   290.70   162.07
 O_03895   O   143.97   143.88   235.29   143.68   127.06
 O_03896   O   547.05   546.45   729.93   549.45   729.93
 O_03897   O   172.65   172.12   322.58   172.12   320.51
 O_03898   O   113.46   113.25   162.60   113.25   119.05
 O_03899   O   196.39   196.08   421.94   196.46   182.15
 O_03900   O   358.81   355.87   175.75   349.65   512.82
 O_03901   O   171.76   172.41   328.95   172.71   325.73
 O_03902   O   256.21   253.81   507.61   253.81   507.61
 O_03903   O   389.26   387.60   497.51   609.76   389.11
 O_03904   O   107.04   106.95   150.60   106.95   111.86
 O_03905   O   146.26   145.99   239.81   145.99   137.17
 O_03906   O   523.29   380.23   212.31   395.26   205.76
 O_03907   O   319.69   320.51   283.29   320.51   283.29
 O_03908   O   167.50   166.94   298.51   172.12   123.15
 O_03909   O   182.88   182.15   363.64   181.82   168.63
 O_03910   O   412.20   413.22   348.43   414.94   350.88
 O_03911   O   243.19   243.31   271.74   243.31   272.48
 O_03912   O   271.52   273.22   156.49   156.74   273.97
 O_03913   O   195.81   196.08   128.37   136.43   196.08
 O_03914   O   108.60   108.46   153.61   108.34   114.68
 O_03915   O   148.26   148.59   106.27   148.37   138.89
 O_03916   O   254.71   255.75   571.43   255.75   286.53
 O_03917   O   191.06   191.20   136.43   190.48   132.28
 O_03918   O   376.08   373.13   526.32   374.53   523.56
 O_03919   O   163.64   164.20   112.99   164.75   300.30
 O_03920   O   243.19   243.31   492.61   243.31   492.61
 O_03921   O   169.90   170.07   319.49   169.78   403.23
 O_03922   O   200.12   200.40   333.33   200.40   218.82
 O_03923   O   263.37   263.16   337.84   263.16   340.14
 O_03924   O   174.19   174.22   325.73   174.52   161.81
 O_03925   O   176.68   176.37   203.25   176.06   207.04
 O_03926   O   152.25   151.98   105.93   146.84   102.56
 O_03927   O   277.01   277.01   158.98   284.90   168.63
 O_03928   O   127.67   128.04   121.36   128.21   177.94
 O_03929   O   232.29   232.02   208.77   232.02   257.73
 O_03930   O   153.54   153.85   107.99   151.98   105.37
 O_03931   O   279.56   281.69   157.98   288.18   348.43
 O_03932   O   217.11   216.92   529.10   216.45   196.85
 O_03933   O   358.42   361.01   425.53   361.01   423.73
 O_03934   O   241.31   240.96   480.77   230.95   505.05
 O_03935   O   107.04   107.64   135.14   107.76   135.69
 O_03936   O   255.30   253.81   763.36   253.16   769.23
 O_03937   O   447.83   160.26   149.48   149.70   160.00
 O_03938   O   119.55   119.19   176.06   118.77   165.56
 O_03939   O   376.79   373.13   184.16   380.23   186.57
 O_03940   O   223.21   220.75   609.76   211.42   409.84
 O_03941   O   607.53   609.76  1234.57   613.50  1162.79
 O_03942   O   425.53   431.03   197.24   429.19   315.46
 O_03943   O   390.62   383.14   552.49   377.36   333.33
 O_03944   O   271.74   270.27   234.19   257.73   699.30
 O_03945   O   271.52   268.82   133.87   267.38   210.08
 O_03946   O   175.99   176.37   119.76   353.36   177.31
 O_03947   O   201.74   202.02   183.15   202.02   221.24
 O_03948   O   354.99   341.30   207.90   170.07   327.87
 O_03949   O   371.88  1515.15   380.23   371.75   249.38
 O_03950   O   200.08   199.60   106.16   199.60   367.65
 O_03951   O   120.69   120.77   178.89   120.77   178.57
 O_03952   O   182.88   182.48   363.64   182.15   363.64
 O_03953   O   425.53   194.17   440.53   196.08   218.82
 O_03954   O   203.62   202.43   485.44   202.84   346.02
 O_03955   O   179.12   176.99   119.90   175.75   119.19
 O_03956   O   150.92   146.63   154.32   146.63   154.32
 O_03957   O   176.68   176.06   378.79   176.06   163.40
 O_03958   O   425.53   416.67   219.78   392.16   819.67
 O_03959   O   205.72   203.67   237.53   203.67   237.53
 O_03960   O   174.19   172.71   346.02   172.71   343.64
 O_03961   O   256.21   255.75   291.55   256.41   229.36
 O_03962   O   182.88   182.48   121.95   182.48   121.95
 O_03963   O   174.43   174.83   322.58   174.52   322.58
 O_03964   O   233.81   233.10   689.66   240.38   934.58
 O_03965   O   152.25   151.75   107.99   151.29   162.87
 O_03966   O   209.12   210.97   502.51   436.68   218.82
 O_03967   O   195.81   196.46   168.07   196.08   168.07
 O_03968   O   177.15   176.99   120.48   174.52   119.47
 O_03969   O   239.12   242.72   170.65   247.53   285.71
 O_03970   O   148.26   149.03   131.23   147.93   132.45
 O_03971   O   261.44   261.78  1162.79   261.78   289.86
 O_03972   O   208.59   209.21   487.80   210.08   483.09
 O_03973   O   254.71   990.10   257.73   284.90  1000.00
 O_03974   O   167.50   167.79   390.62   389.11   168.07
 O_03975   O   166.97   166.94   307.69   166.67   307.69
 O_03976   O   205.38   204.92   460.83   204.92   223.21
 O_03977   O   152.25   152.21   226.24   151.98   141.64
 O_03978   O   179.12   179.21   384.62   179.21   194.18
 O_03979   O   175.04   174.83   162.60   174.82   162.60
 O_03980   O   340.02   342.47   473.93   341.30   261.78
 O_03981   O   169.06   170.65   340.14   166.11   292.40
 O_03982   O   242.01   242.72   146.84   242.72   274.73
 O_03983   O   249.00   248.14   148.59   148.15   248.76
 O_03984   O   376.08   381.68   444.44   381.68   444.44
 O_03985   O   119.55   138.12   119.76   137.74   130.04
 O_03986   O   176.68   176.06   119.47   175.75   189.75
 O_03987   O   447.83   436.68   240.96   136.43   239.81
 O_03988   O   176.68   176.37   119.62   176.68   161.81
 O_03989   O   179.12   178.89   215.98   179.21   195.31
 O_03990   O   174.19   349.65   176.68   363.64   187.97
 O_03991   O   247.77   245.10   746.27   245.10   746.27
 O_03992   O   547.05   526.32  1041.67   515.46   373.13
 O_03993   O   389.26   389.11   609.76   389.11   131.23
 O_03994   O   277.32   280.90   352.11   284.90   847.46
 O_03995   O   388.35   186.22   378.79   460.83   295.86
 O_03996   O   389.26   389.11   342.47   389.11   340.14
 O_03997   O   197.75   197.63   128.70   196.85   182.15
 O_03998   O   195.81   197.24   128.53   199.60   130.21
 O_03999   O   249.00   250.63   202.43   250.63   210.53
 O_04000   O   233.81   233.64   636.94   233.65   212.31
 O_04001   O   271.74   267.38  1041.67   280.90  1052.63
 O_04002   O   208.51   207.90   132.28   207.90   257.73
 O_04003   O   160.67   161.29   112.49   161.29   286.53
 O_04004   O   271.74   269.54   970.87   269.54   952.38
 O_04005   O   152.25   150.83   107.30   150.60   215.05
 O_04006   O   167.50   167.22   311.53   166.67   311.53
 O_04007   O   382.26   378.79   704.23   369.00   325.73
 O_04008   O   231.00   228.83   458.72   228.31   207.47
 O_04009   O   113.46   113.38   162.87   107.30   113.51
 O_04010   O   103.56   103.41   145.14   105.82   107.88
 O_04011   O   256.21   255.75   571.43   255.75  1149.42
 O_04012   O   171.88   172.41   126.26   172.41   126.26
 O_04013   O   358.42   359.71   308.64   361.01   304.88
 O_04014   O   229.99   230.95   458.72   230.95   460.83
 O_04015   O   431.59   414.94   324.68   416.67   115.47
 O_04016   O   221.78   222.22   438.60   448.43   224.22
 O_04017   O   188.79   188.68   373.13   189.04   359.71
 O_04018   O   103.56   103.41   657.89   103.31  1063.83
 O_04019   O   208.51   208.33   227.79   208.33   227.79
 O_04020   O   239.52   240.38   657.89   240.96   657.89
 O_04021   O   226.19   226.76   561.80   226.76   456.62
 O_04022   O   350.14   398.41   353.36   403.23   168.63
 O_04023   O   255.30   255.10   230.41   255.10   230.41
 O_04024   O   172.65   173.01   114.81   112.74   170.65
 O_04025   O   334.11   331.13   653.59   328.95   645.16
 O_04026   O   249.00   250.63   323.62   250.63   323.62
 O_04027   O   161.81   162.07   112.74   162.60   288.18
 O_04028   O   232.29   232.56   602.41   232.56   454.55
 O_04029   O   203.62   200.80   204.08   204.50   421.94
 O_04030   O   182.75   182.82   361.01   182.81   361.01
 O_04031   O   197.75   197.24   421.94   137.36   196.85
 O_04032   O   231.80   233.64   471.70   234.74   214.59
 O_04033   O   231.00   105.04   233.10   104.82   151.29
 O_04034   O   201.74   201.61   130.38   199.20   128.37
 O_04035   O   208.51   130.89   210.08   135.69   220.26
 O_04036   O   547.05   552.49  1111.11   168.63   552.49
 O_04037   O   171.76   172.41   343.64   125.79   342.47
 O_04038   O   271.52   271.00   156.49   269.54   158.73
 O_04039   O   227.07   227.27   253.16   227.27   253.16
 O_04040   O   241.31   240.96   297.62   296.74   241.55
 O_04041   O   241.31   257.73   240.38   202.43   295.86
 O_04042   O   232.29   232.02   462.96   232.02   462.96
 O_04043   O   247.77   246.31  1041.67   246.31  1052.63
 O_04044   O   232.29   233.10   694.44   235.29   884.96
 O_04045   O   224.12   228.31   413.22   225.22   458.72
 O_04046   O   203.50   202.43   231.48   202.84   438.60
 O_04047   O   254.39   255.10   207.04   255.10   207.04
 O_04048   O   171.76   344.83   174.22   370.37   184.16
 O_04049   O   174.43   173.01   117.92   190.84   126.90
 O_04050   O   204.79   203.25   179.21   202.43   180.18
 O_04051   O   241.31   240.38   272.48   240.96   271.74
 O_04052   O   266.52   265.25   236.41   236.41   264.55
 O_04053   O   277.01   275.48   243.31   275.48   244.50
 O_04054   O   242.01   243.31   147.06   243.31   740.74
 O_04055   O   271.52   277.01   595.24   250.00   276.24
 O_04056   O   182.75   181.49   362.32   181.82   364.96
 O_04057   O   239.98   689.66   297.62   943.40   649.35
 O_04058   O   204.79   204.08   187.62   204.08   187.62
 O_04059   O   165.89   165.56   113.90   166.11   112.99
 O_04060   O   388.35   134.95  1219.51   140.65   381.68
 O_04061   O   135.10   135.14   214.13   132.80   203.25
 O_04062   O   523.29   188.32   588.24   187.27   190.11
 O_04063   O   389.26   393.70   312.50   393.70   196.08
 O_04064   O   242.01   238.66   724.64   240.38  1250.00
 O_04065   O   215.01   214.13   235.85   213.68   235.29
 O_04066   O   212.50   215.05   135.32   204.92   438.60
 O_04067   O   148.26   148.81   248.76   148.81   248.76
 O_04068   O   447.83   232.56   450.45   232.02   206.19
 O_04069   O   193.16   192.31   127.55   191.94   127.71
 O_04070   O   163.64   164.20   307.69   163.40   317.46
 O_04071   O   218.29   217.39   238.10   216.92   238.66
 O_04072   O   174.52   349.65   175.13   354.61   173.31
 O_04073   O   190.51   190.11   125.79   198.81   352.11
 O_04074   O   171.76   173.01   198.41   400.00   173.61
 O_04075   O   221.78   219.30   137.74   218.34   198.02
 O_04076   O   203.62   203.25   224.72   203.25   223.21
 O_04077   O   164.80   163.67   181.82   162.87   178.57
 O_04078   O   547.05   558.66   729.93  1098.90   561.80
 O_04079   O   176.68   175.75   119.19   175.44   119.47
 O_04080   O   412.20   409.84   469.48   409.84   485.44
 O_04081   O   319.69   318.47   250.00   318.47   248.76
 O_04082   O   202.72   202.84   446.43   442.48   371.75
 O_04083   O   188.79   134.05   189.04   189.04   133.69
 O_04084   O   277.01   276.24   316.46   276.24   316.46
 O_04085   O   322.06   333.33   423.73   354.61   434.78
 O_04086   O   271.74   271.00   311.53   271.00   311.53
 O_04087   O   224.12   224.72   119.19   129.03   199.20
 O_04088   O   330.25   335.57   170.07   338.98   473.93
 O_04089   O   113.46   363.64   113.77   363.64   120.19
 O_04090   O   108.60   108.70   456.62   107.30   225.22
 O_04091   O   295.60   303.03   162.60   286.53   165.84
 O_04092   O   190.51   190.48   124.38   193.05   473.93
 O_04093   O   429.00   440.53   229.36   444.44   206.61
 O_04094   O   163.40   163.67   290.70   163.93   291.55
 O_04095   O   241.31   239.81   215.52   215.52   240.38
 O_04096   O   229.99   231.48   826.45   233.65   833.33
 O_04097   O   161.68   161.29   107.99   161.29   108.22
 O_04098   O   179.12   179.21   353.36   178.89   350.88
 O_04099   O   196.39   196.46   128.87   196.46   129.37
 O_04100   O   792.39   847.46   490.20   507.61   223.21
 O_04101   O   241.31   242.72   709.22   243.31   209.21
 O_04102   O   228.21   228.31   206.61   228.31   207.04
 O_04103   O   205.72   205.76   373.13   205.76   373.13
 O_04104   O   166.97   167.50   114.68   167.22   116.69
 O_04105   O   271.74   264.55   961.54   253.16   588.24
 O_04106   O   222.82   222.72   442.48   222.72   444.44
 O_04107   O   221.78   221.73   558.66   221.24   202.84
 O_04108   O   196.39   196.85   128.53   197.24   130.04
 O_04109   O   319.69   318.47   194.55   321.54   194.55
 O_04110   O   319.69   318.47   406.50   319.49   411.52
 O_04111   O   333.44   327.87   431.03   337.84   370.37
 O_04112   O   271.74   266.67  1111.11   265.25  1111.11
 O_04113   O   209.21   205.76   129.20   127.88   206.61
 O_04114   O   279.56   278.55   158.98   694.44   277.01
 O_04115   O   182.48   182.15   120.63   182.81   121.95
 O_04116   O   193.16   191.94   207.90   191.94   209.21
 O_04117   O   130.38   130.04   201.21   130.38   198.02
 O_04118   O   299.58   297.62  1470.59   297.62  1470.59
 O_04119   O   263.37   258.40   564.97   257.07  1052.63
 O_04120   O   109.23   109.17   103.09   103.31   108.81
 O_04121   O   182.88   184.50   122.55   369.00   184.50
 O_04122   O   323.10   320.51   381.68   320.51   377.36
 O_04123   O   174.43   174.83   118.91   119.05   187.97
 O_04124   O   390.47   383.14   187.97   381.68   189.39
 O_04125   O   247.77   248.14   892.86   254.45  1219.51
 O_04126   O   127.60   127.06   193.42   126.90   193.05
 O_04127   O   206.40   206.61   462.96   207.04   189.75
 O_04128   O   239.12   237.53   471.70   239.23   469.48
 O_04129   O   254.39   261.78  1052.63   263.16   287.36
 O_04130   O   164.53   165.29   346.02   167.50   279.33
 O_04131   O   142.63   141.64   230.95   142.04   107.30
 O_04132   O   166.97   167.50   115.34   167.78   115.34
 O_04133   O   203.62   203.67   149.48   248.14   320.51
 O_04134   O   176.68   176.06   119.19   175.75   163.40
 O_04135   O   179.12   178.89   205.76   178.89   206.61
 O_04136   O   119.98   120.19   185.53   121.36   161.81
 O_04137   O   215.01   214.59   374.53   213.68  1562.50
 O_04138   O   249.00   250.00   751.88   250.00   277.78
 O_04139   O   792.39   826.45   510.20   606.06   961.54
 O_04140   O   182.75   182.48   366.30   181.82   361.01
 O_04141   O   143.97   136.99   143.47   137.36   289.02
 O_04142   O   125.12   125.31   390.62   378.79   189.39
 O_04143   O   205.38   204.50   239.81   204.92   132.28
 O_04144   O   249.00   247.52   751.88   751.88   246.91
 O_04145   O   203.79   204.08   131.41   204.08   221.73
 O_04146   O   171.76   171.82   319.49   171.82   320.51
 O_04147   O   208.59   208.77   473.93   208.77   191.94
 O_04148   O   182.88   182.15   361.01   367.65   185.19
 O_04149   O   171.76   171.82   117.51   171.82   185.53
 O_04150   O   204.79   204.08   555.56   555.56   204.08
 O_04151   O   172.00   171.82   153.14   153.14   171.23
 O_04152   O   171.88   172.71   202.02   172.71   403.23
 O_04153   O   226.19   225.73   746.27   225.73   751.88
 O_04154   O   242.01   242.72   729.93   243.31   735.29
 O_04155   O   215.01   213.68   265.25   242.13   213.68
 O_04156   O   143.57   143.88   103.52   143.88   103.84
 O_04157   O   354.99   709.22   980.39   793.65   263.85
 O_04158   O   127.67   127.71   195.31   195.69   127.88
 O_04159   O   172.65   347.22   174.83   347.22   178.89
 O_04160   O   233.81   233.64   641.03   233.65   636.94
 O_04161   O   223.81   221.73   420.17   211.42   438.60
 O_04162   O   208.51   207.47   568.18   462.96   571.43
 O_04163   O   371.88   380.23   188.32   373.13   124.84
 O_04164   O   209.21   483.09   208.33   467.29   213.68
 O_04165   O   281.61   283.29   161.03   166.67   280.90
 O_04166   O   564.97   303.95   160.26   303.95   160.26
 O_04167   O   319.69   315.46   416.67   317.46   423.73
 O_04168   O   174.43   173.91   118.62   173.61   119.19
 O_04169   O   103.56   103.73   144.93   103.84   145.56
 O_04170   O   203.79   205.76   406.50   411.52   207.04
 O_04171   O   233.81   233.64   210.08   233.65   210.53
 O_04172   O   350.14   364.96   184.84   364.96   184.84
 O_04173   O   119.98   120.19   162.07   120.05   126.90
 O_04174   O   206.40   205.76   131.58   408.16   203.67
 O_04175   O   299.58   246.91   299.40   255.10   155.28
 O_04176   O   358.42   349.65   279.33   346.02  1086.96
 O_04177   O   239.52   240.38   145.56   240.96   268.82
 O_04178   O   169.90   308.64   168.92   311.53   160.00
 O_04179   O   330.25   325.73   172.41   171.53   340.14
 O_04180   O   239.52   240.96   714.29   241.55   218.82
 O_04181   O   231.80   233.64   258.40   233.65   258.40
 O_04182   O   164.80   165.02   312.50   324.68   161.81
 O_04183   O   109.23   108.93   154.56   108.93   114.42
 O_04184   O   152.25   152.91   267.38   275.48   160.00
 O_04185   O   222.82   223.21   139.47   222.72   139.47
 O_04186   O   429.00   423.73   213.68   416.67   215.52
 O_04187   O   205.72   207.90   370.37   203.67   342.47
 O_04188   O   340.02   341.30   166.11   165.56   342.47
 O_04189   O   153.87   153.37   262.47   153.85   164.75
 O_04190   O   195.81   196.08   128.37   196.08   136.61
 O_04191   O   232.29   231.48   267.38   917.43   230.95
 O_04192   O   150.92   150.83   103.52   150.83   161.55
 O_04193   O   270.42   271.74  1086.96   271.74  1086.96
 O_04194   O   175.04   175.13   119.19   175.44   190.11
 O_04195   O   547.05   362.32   181.82   362.32   181.16
 O_04196   O   227.07   228.31   458.72   458.72   228.31
 O_04197   O   270.42   271.74   980.39   271.00   961.54
 O_04198   O   254.39   254.45   289.86   254.45   286.53
 O_04199   O   241.31   241.55   462.96   212.77   243.90
 O_04200   O   148.26   148.81   247.52   148.81   139.66
 O_04201   O   178.28   179.21   348.43   179.21   344.83
 O_04202   O   547.05   561.80   283.29  1086.96   729.93
 O_04203   O   281.61   283.29  1470.59   280.11   347.22
 O_04204   O   205.38   205.76   480.77   204.08   423.73
 O_04205   O   271.52   271.00   239.81   270.27   239.81
 O_04206   O   202.18   201.61   129.87   200.40   129.53
 O_04207   O   169.21   169.20   369.00   169.49   116.14
 O_04208   O   171.76   172.41   324.68   172.12   161.81
 O_04209   O   382.26   380.23   310.56   387.60   370.37
 O_04210   O   390.47   389.11   220.75   409.84   203.67
 O_04211   O   564.97  1000.00   578.03  1000.00   578.03
 O_04212   O   169.90   169.20   116.41   157.23   116.55
 O_04213   O   182.75   182.48   363.64   182.15   168.35
 O_04214   O   232.29   231.48   462.96   231.48   214.59
 O_04215   O   254.39   253.81   561.80   253.16   283.29
 O_04216   O   143.57   143.88   234.19   143.88   259.07
 O_04217   O   107.04   106.95   150.60   106.95   151.06
 O_04218   O   164.53   164.74   313.48   169.49   337.84
 O_04219   O   171.76   171.82   321.54   171.82   322.58
 O_04220   O   177.24   177.30   342.47   177.31   342.47
 O_04221   O   249.00   250.00   214.59   250.00   215.05
 O_04222   O   107.04   106.72   290.70   106.84   112.49
 O_04223   O   242.72   213.68   480.77   214.13   452.49
 O_04224   O   271.74   262.47   558.66   259.74  1063.83
 O_04225   O   209.12   362.32   404.86   487.81   380.23
 O_04226   O   179.12   178.89   398.41   178.89   166.39
 O_04227   O   330.25   328.95   163.67   328.95   163.67
 O_04228   O   205.72   210.97   480.77   211.42   241.55
 O_04229   O   202.18   201.21   129.87   201.21   179.21
 O_04230   O   226.19   225.73   558.66   225.73   204.08
 O_04231   O   208.99   208.77   467.29   208.33   462.96
 O_04232   O   204.79   105.26   150.38   395.26   192.68
 O_04233   O   161.68   161.29   173.61   161.29   323.62
 O_04234   O   361.66   361.01   290.70   361.01   293.25
 O_04235   O   119.98   118.06   107.99   118.06   107.99
 O_04236   O   160.67   161.03   112.49   161.03   149.93
 O_04237   O   161.81   162.34   286.53   164.20   111.98
 O_04238   O   243.19   242.72   657.89   242.72   657.89
 O_04239   O   205.38   205.76   236.41   205.76   423.73
 O_04240   O   212.50   214.59   237.53   214.13   238.09
 O_04241   O   143.57   143.68   103.73   143.27   103.63
 O_04242   O   277.32   277.01   332.23   330.03   276.24
 O_04243   O   127.60   127.55   192.68   127.39   190.11
 O_04244   O   171.88   172.41   322.58   172.41   322.58
 O_04245   O   164.53   164.74   313.48   163.67   323.62
 O_04246   O   223.21   226.24   140.06   224.72   144.93
 O_04247   O   148.02   147.71   113.25   147.49   238.09
 O_04248   O   146.26   146.63   105.15   146.63   105.37
 O_04249   O   271.74   270.27   359.71   271.00   358.42
 O_04250   O   167.50   168.35   149.70   168.35   149.48
 O_04251   O   153.54   153.85   108.70   149.48   107.41
 O_04252   O   174.19   175.13   380.23   175.13   163.40
 O_04253   O   371.88   188.32   377.36   188.68   377.36
 O_04254   O   271.74   271.74  1063.83   273.97   543.48
 O_04255   O   160.90   162.87   259.74   162.87   259.74
 O_04256   O   233.81   233.10   641.03   233.10   211.42
 O_04257   O   277.01   276.24   313.48   276.24   313.48
 O_04258   O   371.88   186.92   392.16   197.24   355.87
 O_04259   O   119.98   119.90   176.99   119.90   176.68
 O_04260   O   254.39   253.81   847.46   253.81   163.13
 O_04261   O   179.12   177.30   190.84   177.31   190.84
 O_04262   O   150.92   150.38   137.55   149.70   137.93
 O_04263   O   182.88   183.49   199.60   183.49   200.00
 O_04264   O   227.07   227.79   207.04   228.31   206.19
 O_04265   O   388.35   393.70   317.46   317.46   122.85
 O_04266   O   253.81   253.81   305.81   255.75   299.40
 O_04267   O   217.11   217.39   666.67   217.39   666.67
 O_04268   O   242.01   242.72   483.09   251.26   325.73
 O_04269   O   256.21   255.10   775.19   255.75   769.23
 O_04270   O   176.55   175.13   119.05   175.13   119.62
 O_04271   O   119.55   118.06   205.76   116.82   195.31
 O_04272   O   218.29   219.78   675.68   219.78   239.81
 O_04273   O   233.81   233.64   649.35   233.65   649.35
 O_04274   O   217.11   216.92   137.17   216.92   137.17
 O_04275   O   330.25   331.13   390.62   331.13   384.62
 O_04276   O   376.08   373.13   327.87   374.53   325.73
 O_04277   O   358.42   359.71   181.16   367.65   183.15
 O_04278   O   146.80   313.48   104.82   313.48   156.74
 O_04279   O   119.55   106.72   118.20   106.72   118.20
 O_04280   O   245.88   250.63   751.88   251.26   167.78
 O_04281   O   159.64   161.29   139.08   161.29   139.08
 O_04282   O   174.43   173.61   118.06   173.31   373.13
 O_04283   O   266.52   266.67   154.80   266.67   154.56
 O_04284   O   350.14   350.88   180.83   182.15   352.11
 O_04285   O   243.19   241.55   293.26   242.13   591.72
 O_04286   O   389.26  1136.36   370.37   269.54   375.94
 O_04287   O   164.53   165.29   307.69   165.29   304.88
 O_04288   O   281.61   283.29   258.40   284.09   252.53
 O_04289   O   161.81   162.34   322.58   162.34   323.62
 O_04290   O   127.67   128.04   116.96   128.21   117.23
 O_04291   O   120.69   120.77   179.53   120.63   127.71
 O_04292   O   229.99   230.41   145.56   234.19   145.35
 O_04293   O   279.56   278.55  1111.11   249.38  1123.60
 O_04294   O   322.06   330.03   268.82   287.36   170.07
 O_04295   O   277.32  1190.48   277.01  1162.79   280.11
 O_04296   O   165.89   163.93   294.12   162.60   290.70
 O_04297   O   119.55   119.05   130.72   119.05   130.55
 O_04298   O   181.39   183.49   364.96   330.03   393.70
 O_04299   O   160.67   160.77   349.65   160.51   347.22
 O_04300   O   412.20   413.22   349.65   413.22   350.88
 O_04301   O   762.78   769.23   234.19   813.01   657.89
 O_04302   O   634.92   645.16   130.38   649.35   490.20
 O_04303   O   388.35   392.16   192.68   392.16   193.42
 O_04304   O   389.26   395.26   210.97   403.23   210.97
 O_04305   O   245.88   483.09   248.76   520.83  1030.93
 O_04306   O   196.39   196.85   409.84   196.85   398.41
 O_04307   O   299.58   298.51   165.84   297.62   166.39
 O_04308   O   390.47   396.83   195.69   396.82   347.22
 O_04309   O   200.12   200.40   129.53   200.40   129.70
 O_04310   O   107.04   107.07   150.83   106.84   102.04
 O_04311   O   792.39   826.45   529.10   819.67  1785.71
 O_04312   O   249.00   248.76   225.23   248.76   225.22
 O_04313   O   205.72   205.34   130.55   206.19   136.05
 O_04314   O   382.26   381.68   458.72   383.14   326.80
 O_04315   O   174.19   175.13   119.05   175.13   189.04
 O_04316   O   161.68   161.29   240.96   161.55   177.62
 O_04317   O   358.42   354.61   303.95   355.87   304.88
 O_04318   O   319.69   319.49   161.55   320.51   160.26
 O_04319   O   263.37   261.78   231.48   261.10   233.65
 O_04320   O   143.57   143.68   103.20   143.88   103.52
 O_04321   O   159.64   158.98   111.98   158.98   273.22
 O_04322   O   239.52   238.10   714.29   510.20   223.21
 O_04323   O   204.71   207.90   130.38   212.77   413.22
 O_04324   O   323.10   322.58   172.41   322.58   370.37
 O_04325   O   212.50   215.05   191.20   215.05   191.21
 O_04326   O   634.92   641.03   892.86   641.03   892.86
 O_04327   O   249.00   775.19   246.91   751.88   925.93
 O_04328   O   206.40   205.76   473.93   207.47   452.49
 O_04329   O   277.01   277.01  1123.60   277.01  1123.60
 O_04330   O   270.42   272.48   314.47   311.53   272.48
 O_04331   O   279.56   283.29   584.80  1162.79   285.71
 O_04332   O   172.65   172.12   117.79   171.53   160.77
 O_04333   O   193.16   194.55   319.49   194.93   358.42
 O_04334   O   227.07   421.94   224.22   458.72   216.92
 O_04335   O   174.43   174.22   326.80   174.22   326.80
 O_04336   O   218.29   216.92   237.53   216.92   238.09
 O_04337   O   261.44   261.78   515.46   262.47   520.83
 O_04338   O   270.42   273.97  1086.96   273.97  1086.96
 O_04339   O   203.62   201.61   434.78   200.00   400.00
 O_04340   O   208.99   208.33   133.87   208.33   134.23
 O_04341   O   222.82   222.72   139.86   223.21   201.61
 O_04342   O   254.71   255.10   293.26   255.10   230.41
 O_04343   O   209.21   209.21   133.87   209.21   133.87
 O_04344   O   200.12   199.60   332.23   199.60   403.23
 O_04345   O   191.06   191.94   125.31   124.38   126.90
 O_04346   O   792.39   819.67   540.54   657.89   793.65
 O_04347   O   255.30   254.45   228.83   254.45   228.83
